,userId,movieId,rating
155,1.0,7001.0,3.5
156,1.0,7045.0,3.5
159,1.0,7164.0,3.5
160,1.0,7247.0,3.5
161,1.0,7387.0,3.5
164,1.0,7449.0,3.5
166,1.0,7482.0,3.0
169,1.0,8482.0,3.5
172,1.0,8690.0,3.5
179,2.0,242.0,3.0
182,2.0,469.0,3.0
186,2.0,891.0,2.0
189,2.0,1121.0,3.0
202,2.0,1965.0,3.0
203,2.0,1969.0,2.0
204,2.0,1970.0,2.0
205,2.0,1971.0,2.0
206,2.0,1972.0,2.0
207,2.0,1973.0,3.0
209,2.0,1986.0,2.0
210,2.0,2291.0,2.0
213,2.0,2791.0,2.0
214,2.0,2858.0,3.0
218,2.0,3159.0,3.0
222,2.0,3534.0,3.0
224,2.0,3565.0,3.0
228,2.0,3918.0,3.0
237,3.0,24.0,3.0
240,3.0,160.0,3.0
241,3.0,173.0,2.0
243,3.0,196.0,3.0
249,3.0,337.0,3.0
250,3.0,440.0,3.0
251,3.0,442.0,3.0
255,3.0,512.0,2.0
260,3.0,718.0,3.0
261,3.0,780.0,3.0
265,3.0,905.0,3.0
269,3.0,968.0,3.0
270,3.0,1037.0,3.0
281,3.0,1127.0,3.0
283,3.0,1179.0,3.0
284,3.0,1188.0,2.0
301,3.0,1225.0,3.0
302,3.0,1228.0,3.0
316,3.0,1288.0,2.0
320,3.0,1330.0,3.0
324,3.0,1372.0,3.0
329,3.0,1396.0,3.0
338,3.0,1779.0,3.0
339,3.0,1810.0,3.0
347,3.0,2011.0,3.0
348,3.0,2012.0,3.0
353,3.0,2053.0,3.0
377,3.0,2531.0,3.0
379,3.0,2533.0,3.0
380,3.0,2541.0,1.0
382,3.0,2567.0,3.0
384,3.0,2574.0,3.0
389,3.0,2642.0,3.0
390,3.0,2643.0,1.0
391,3.0,2657.0,3.0
392,3.0,2662.0,3.0
394,3.0,2676.0,1.0
396,3.0,2699.0,3.0
404,3.0,2857.0,3.0
406,3.0,2900.0,3.0
407,3.0,2901.0,3.0
415,3.0,2986.0,2.0
423,4.0,6.0,3.0
425,4.0,19.0,3.0
426,4.0,32.0,1.0
427,4.0,165.0,3.0
428,4.0,329.0,3.0
431,4.0,367.0,3.0
435,4.0,380.0,3.0
436,4.0,420.0,3.0
438,4.0,440.0,3.0
442,4.0,519.0,3.0
444,4.0,531.0,3.0
445,4.0,548.0,3.0
451,5.0,2.0,3.0
453,5.0,17.0,3.0
454,5.0,60.0,3.0
456,5.0,104.0,2.0
458,5.0,140.0,2.0
461,5.0,224.0,2.0
462,5.0,235.0,3.0
469,5.0,367.0,3.0
483,5.0,515.0,3.0
490,5.0,593.0,3.0
493,5.0,608.0,3.0
494,5.0,631.0,3.0
495,5.0,648.0,3.0
497,5.0,708.0,3.0
501,5.0,788.0,3.0
507,5.0,1073.0,2.0
518,6.0,3.0,3.0
523,6.0,135.0,3.0
532,6.0,719.0,3.0
533,6.0,733.0,3.0
534,6.0,736.0,2.0
535,6.0,743.0,3.0
536,6.0,762.0,3.0
537,6.0,780.0,3.0
539,6.0,802.0,3.0
540,6.0,1073.0,1.0
541,7.0,3.0,3.0
542,7.0,7.0,3.0
544,7.0,15.0,2.0
545,7.0,16.0,3.0
546,7.0,17.0,2.0
547,7.0,24.0,3.0
548,7.0,105.0,2.0
549,7.0,122.0,2.0
550,7.0,151.0,3.0
551,7.0,252.0,2.0
553,7.0,271.0,3.0
554,7.0,276.0,2.0
555,7.0,316.0,3.0
556,7.0,339.0,3.0
558,7.0,351.0,3.0
559,7.0,355.0,3.0
561,7.0,357.0,3.0
562,7.0,362.0,3.0
564,7.0,377.0,3.0
565,7.0,425.0,3.0
568,7.0,509.0,2.0
575,7.0,674.0,2.0
576,7.0,708.0,3.0
577,7.0,736.0,3.0
580,7.0,788.0,3.0
581,7.0,806.0,1.0
582,7.0,852.0,3.0
583,7.0,880.0,3.0
587,7.0,914.0,3.0
589,7.0,922.0,3.0
590,7.0,924.0,3.0
591,7.0,928.0,3.0
592,7.0,932.0,3.0
593,7.0,952.0,3.0
595,7.0,1020.0,3.0
597,7.0,1094.0,3.0
598,7.0,1095.0,1.0
600,7.0,1101.0,3.0
601,7.0,1183.0,3.0
603,7.0,1206.0,2.0
605,7.0,1230.0,3.0
609,7.0,1259.0,3.0
614,7.0,1301.0,3.0
615,7.0,1307.0,3.0
616,7.0,1343.0,3.0
619,7.0,1391.0,2.0
620,7.0,1393.0,3.0
621,7.0,1408.0,3.0
622,7.0,1409.0,2.0
623,7.0,1441.0,3.0
625,7.0,1466.0,3.0
626,7.0,1513.0,2.0
627,7.0,1517.0,3.0
629,7.0,1573.0,3.0
630,7.0,1580.0,3.0
631,7.0,1597.0,3.0
632,7.0,1617.0,3.0
634,7.0,1682.0,2.0
637,7.0,1882.0,3.0
638,7.0,1888.0,3.0
639,7.0,1894.0,3.0
642,7.0,1932.0,3.0
643,7.0,1964.0,3.0
646,7.0,2013.0,3.0
649,7.0,2054.0,3.0
650,7.0,2067.0,3.0
652,7.0,2081.0,3.0
653,7.0,2108.0,3.0
654,7.0,2112.0,3.0
655,7.0,2125.0,3.0
656,7.0,2146.0,3.0
657,7.0,2195.0,2.0
658,7.0,2243.0,3.0
659,7.0,2266.0,2.0
660,7.0,2297.0,3.0
661,7.0,2311.0,3.0
662,7.0,2316.0,3.0
663,7.0,2333.0,3.0
664,7.0,2346.0,3.0
665,7.0,2363.0,3.0
666,7.0,2367.0,3.0
667,7.0,2384.0,3.0
668,7.0,2385.0,2.0
670,7.0,2396.0,3.0
674,7.0,2424.0,3.0
675,7.0,2427.0,3.0
677,7.0,2468.0,2.0
678,7.0,2469.0,3.0
679,7.0,2478.0,2.0
680,7.0,2498.0,2.0
682,7.0,2535.0,3.0
683,7.0,2546.0,3.0
684,7.0,2558.0,3.0
685,7.0,2598.0,3.0
687,7.0,2633.0,3.0
690,7.0,2642.0,3.0
692,7.0,2657.0,2.0
695,7.0,2683.0,3.0
696,7.0,2694.0,3.0
697,7.0,2701.0,3.0
699,7.0,2722.0,3.0
700,7.0,2723.0,3.0
701,7.0,2734.0,2.0
704,7.0,2770.0,2.0
705,7.0,2858.0,3.0
706,7.0,2861.0,3.0
709,7.0,2916.0,3.0
711,7.0,2950.0,3.0
713,7.0,2968.0,2.0
716,7.0,3004.0,2.0
717,7.0,3032.0,2.0
718,7.0,3033.0,2.0
720,7.0,3039.0,3.0
721,7.0,3062.0,3.0
722,7.0,3074.0,3.0
723,7.0,3081.0,2.0
725,7.0,3103.0,2.0
726,7.0,3108.0,3.0
727,7.0,3118.0,3.0
728,7.0,3156.0,3.0
729,7.0,3175.0,2.0
730,7.0,3176.0,2.0
732,7.0,3185.0,3.0
734,7.0,3199.0,2.0
735,7.0,3219.0,2.0
736,7.0,3235.0,3.0
737,7.0,3244.0,3.0
738,7.0,3334.0,3.0
740,7.0,3354.0,3.0
747,7.0,3501.0,3.0
751,7.0,3526.0,3.0
752,7.0,3527.0,3.0
753,7.0,3528.0,2.0
755,7.0,3593.0,2.0
757,7.0,3684.0,3.0
759,7.0,3701.0,3.0
760,7.0,3717.0,2.0
762,7.0,3754.0,2.0
764,7.0,3798.0,2.0
765,7.0,3824.0,2.0
767,7.0,3827.0,3.0
768,7.0,3844.0,3.0
769,7.0,3864.0,3.0
771,7.0,3926.0,3.0
775,7.0,3978.0,3.0
778,7.0,3994.0,3.0
779,7.0,4018.0,3.0
781,7.0,4023.0,3.0
783,7.0,4062.0,3.0
784,7.0,4155.0,3.0
786,7.0,4270.0,3.0
789,7.0,4310.0,3.0
790,7.0,4317.0,3.0
792,7.0,4349.0,3.0
793,7.0,4361.0,3.0
794,7.0,4368.0,3.0
795,7.0,4370.0,2.0
796,7.0,4464.0,2.0
797,7.0,4503.0,3.0
799,7.0,4603.0,2.0
802,7.0,4639.0,2.0
804,7.0,4661.0,2.0
805,7.0,4700.0,3.0
806,7.0,4736.0,3.0
808,7.0,4848.0,1.0
811,7.0,4896.0,3.0
815,7.0,4995.0,3.0
816,7.0,5009.0,3.0
819,8.0,6.0,3.0
821,8.0,19.0,1.0
823,8.0,39.0,3.0
828,8.0,153.0,3.0
830,8.0,165.0,3.0
831,8.0,168.0,3.0
832,8.0,172.0,1.0
833,8.0,173.0,3.0
834,8.0,185.0,2.0
836,8.0,208.0,3.0
837,8.0,231.0,3.0
841,8.0,276.0,3.0
846,8.0,316.0,2.0
847,8.0,329.0,3.0
848,8.0,338.0,2.0
850,8.0,344.0,3.0
853,8.0,353.0,3.0
854,8.0,355.0,2.0
858,8.0,367.0,3.0
869,8.0,508.0,3.0
874,8.0,552.0,3.0
877,8.0,588.0,3.0
882,8.0,595.0,3.0
889,9.0,1219.0,3.0
890,9.0,1911.0,3.0
893,9.0,2279.0,3.0
894,9.0,2605.0,2.0
895,9.0,2683.0,3.0
896,9.0,2688.0,3.0
898,9.0,2710.0,3.0
899,9.0,2719.0,2.0
900,9.0,2722.0,2.0
901,9.0,2840.0,3.0
904,9.0,3016.0,2.0
905,9.0,3785.0,2.0
907,9.0,3857.0,3.0
908,9.0,3908.0,2.0
909,9.0,3979.0,3.0
910,9.0,3994.0,3.0
911,9.0,3999.0,2.0
913,9.0,4030.0,2.0
914,9.0,4034.0,1.0
917,9.0,4483.0,2.0
918,9.0,4502.0,1.0
919,9.0,4509.0,3.0
920,9.0,4519.0,2.0
921,9.0,4533.0,3.0
926,10.0,356.0,3.0
931,10.0,1094.0,3.0
935,10.0,1204.0,3.0
939,10.0,1222.0,3.0
945,10.0,1304.0,3.0
948,10.0,1960.0,3.0
950,10.0,2058.0,3.0
953,10.0,2529.0,3.0
959,10.0,3107.0,3.0
961,11.0,10.0,2.5
962,11.0,19.0,3.5
965,11.0,65.0,2.0
967,11.0,145.0,3.0
969,11.0,153.0,3.5
982,11.0,286.0,0.5
983,11.0,296.0,3.5
984,11.0,316.0,3.5
986,11.0,344.0,3.5
992,11.0,384.0,3.5
993,11.0,405.0,3.5
995,11.0,441.0,1.5
999,11.0,519.0,1.0
1013,11.0,608.0,3.5
1015,11.0,611.0,3.5
1017,11.0,631.0,2.0
1020,11.0,671.0,0.5
1024,11.0,761.0,3.5
1026,11.0,784.0,3.5
1028,11.0,858.0,2.5
1032,11.0,1029.0,3.5
1036,11.0,1064.0,3.0
1038,11.0,1077.0,0.5
1039,11.0,1093.0,3.0
1043,11.0,1169.0,1.5
1049,11.0,1213.0,1.5
1051,11.0,1215.0,3.0
1062,11.0,1367.0,3.5
1065,11.0,1432.0,1.0
1073,11.0,1688.0,3.0
1077,11.0,1862.0,1.0
1081,11.0,1961.0,3.5
1082,11.0,1977.0,0.5
1083,11.0,1982.0,1.0
1088,11.0,2023.0,2.0
1092,11.0,2107.0,0.5
1093,11.0,2123.0,2.5
1094,11.0,2124.0,3.5
1097,11.0,2143.0,3.0
1098,11.0,2153.0,3.5
1102,11.0,2294.0,3.5
1105,11.0,2378.0,3.0
1107,11.0,2420.0,3.0
1114,11.0,2641.0,3.0
1116,11.0,2683.0,0.5
1117,11.0,2688.0,3.5
1126,11.0,2810.0,3.5
1132,11.0,2985.0,3.5
1133,11.0,2990.0,0.5
1137,11.0,3083.0,3.5
1141,11.0,3213.0,3.0
1145,11.0,3396.0,0.5
1149,11.0,3535.0,2.0
1153,11.0,3703.0,3.0
1154,11.0,3704.0,3.5
1156,11.0,3752.0,3.5
1159,11.0,3826.0,3.5
1160,11.0,3863.0,3.5
1167,11.0,3991.0,3.0
1169,11.0,4006.0,2.0
1170,11.0,4015.0,2.0
1171,11.0,4052.0,2.5
1173,11.0,4105.0,2.0
1174,11.0,4133.0,3.5
1176,11.0,4232.0,2.5
1178,11.0,4246.0,3.0
1179,11.0,4262.0,2.0
1183,11.0,4343.0,3.0
1189,11.0,4533.0,3.5
1193,11.0,4718.0,3.0
1195,11.0,4850.0,3.0
1196,11.0,4868.0,2.5
1200,11.0,4973.0,3.5
1209,11.0,5220.0,3.0
1214,11.0,5323.0,3.0
1218,11.0,5400.0,3.5
1235,11.0,6264.0,2.5
1237,11.0,6283.0,2.5
1238,11.0,6287.0,1.0
1244,11.0,6378.0,3.5
1245,11.0,6383.0,3.0
1247,11.0,6503.0,3.5
1249,11.0,6537.0,3.5
1252,11.0,6548.0,2.5
1253,11.0,6586.0,3.0
1254,11.0,6624.0,2.0
1256,11.0,6711.0,2.0
1258,11.0,6795.0,2.5
1272,11.0,7345.0,2.0
1274,11.0,7439.0,3.5
1280,11.0,7846.0,3.5
1285,11.0,8578.0,2.0
1286,11.0,8622.0,3.5
1289,11.0,8641.0,3.0
1291,11.0,8800.0,2.0
1293,11.0,8861.0,2.5
1300,11.0,8977.0,3.5
1301,11.0,26462.0,3.0
1303,11.0,26887.0,3.5
1305,11.0,27311.0,3.0
1306,11.0,27338.0,2.0
1312,11.0,27793.0,0.5
1313,11.0,27865.0,1.0
1325,11.0,32031.0,3.5
1337,11.0,34334.0,0.5
1342,11.0,36509.0,3.5
1344,11.0,37380.0,2.0
1345,11.0,37386.0,1.5
1347,11.0,39446.0,1.5
1348,11.0,40339.0,3.0
1352,11.0,42718.0,3.5
1353,11.0,43419.0,2.0
1355,11.0,43928.0,2.5
1356,11.0,43932.0,3.5
1357,11.0,43936.0,2.5
1358,11.0,44189.0,1.5
1360,11.0,44225.0,0.5
1362,11.0,44828.0,0.5
1367,11.0,46530.0,3.0
1369,11.0,47124.0,3.5
1375,11.0,48943.0,1.0
1378,11.0,50162.0,3.5
1379,11.0,50442.0,3.0
1383,11.0,51666.0,3.0
1384,11.0,51698.0,3.5
1386,11.0,52287.0,3.5
1396,11.0,54278.0,3.0
1400,11.0,55232.0,3.0
1401,11.0,55282.0,2.0
1402,11.0,55603.0,3.0
1404,11.0,56003.0,1.0
1407,11.0,56251.0,3.0
1411,11.0,57223.0,1.5
1412,11.0,57368.0,3.5
1413,11.0,57509.0,3.5
1416,11.0,58025.0,3.0
1420,11.0,59014.0,2.0
1422,11.0,59376.0,0.5
1424,11.0,59615.0,2.5
1428,11.0,60161.0,2.0
1429,11.0,60514.0,3.5
1430,11.0,60516.0,3.0
1435,11.0,61248.0,1.5
1436,11.0,61465.0,3.0
1438,11.0,62956.0,2.0
1442,11.0,64508.0,0.5
1445,11.0,64999.0,0.5
1446,11.0,65037.0,3.0
1449,11.0,66297.0,3.0
1452,11.0,67365.0,3.5
1453,11.0,67799.0,0.5
1454,11.0,67867.0,2.5
1455,11.0,68263.0,0.5
1459,11.0,70227.0,2.5
1460,11.0,70305.0,0.5
1463,11.0,82095.0,1.0
1465,12.0,3.0,3.0
1466,12.0,5.0,2.0
1467,12.0,6.0,3.0
1468,12.0,7.0,3.0
1469,12.0,17.0,3.0
1470,12.0,32.0,3.0
1473,12.0,95.0,3.0
1476,12.0,208.0,3.0
1477,12.0,231.0,3.0
1482,12.0,376.0,3.0
1484,12.0,480.0,3.0
1485,12.0,494.0,3.0
1487,12.0,585.0,3.0
1489,12.0,590.0,3.0
1492,12.0,648.0,3.0
1495,12.0,736.0,3.0
1496,12.0,780.0,3.0
1501,13.0,2.0,3.0
1502,13.0,10.0,3.0
1504,13.0,19.0,3.0
1506,13.0,34.0,1.0
1507,13.0,39.0,3.0
1512,13.0,153.0,3.0
1515,13.0,165.0,3.0
1516,13.0,173.0,3.0
1519,13.0,231.0,3.0
1520,13.0,236.0,3.0
1523,13.0,282.0,3.0
1526,13.0,300.0,2.0
1528,13.0,316.0,3.0
1529,13.0,317.0,3.0
1531,13.0,339.0,3.0
1532,13.0,344.0,3.0
1533,13.0,349.0,3.0
1536,13.0,357.0,3.0
1537,13.0,364.0,3.0
1540,13.0,380.0,2.0
1541,13.0,410.0,3.0
1543,13.0,432.0,3.0
1549,13.0,480.0,3.0
1554,13.0,539.0,3.0
1556,13.0,588.0,1.0
1559,13.0,592.0,3.0
1560,13.0,595.0,2.0
1563,14.0,7.0,3.5
1565,14.0,34.0,3.0
1572,14.0,316.0,3.0
1574,14.0,344.0,2.0
1580,14.0,457.0,3.5
1581,14.0,468.0,3.5
1585,14.0,500.0,2.0
1586,14.0,520.0,2.0
1589,14.0,539.0,1.5
1590,14.0,551.0,2.0
1591,14.0,552.0,3.5
1592,14.0,586.0,2.5
1593,14.0,587.0,2.5
1595,14.0,594.0,3.5
1599,14.0,780.0,3.0
1600,14.0,783.0,3.0
1601,14.0,802.0,3.0
1604,14.0,899.0,3.5
1605,14.0,902.0,3.0
1606,14.0,910.0,2.0
1608,14.0,924.0,3.5
1609,14.0,927.0,3.5
1610,14.0,951.0,3.5
1611,14.0,953.0,3.5
1614,14.0,1010.0,3.5
1615,14.0,1013.0,3.5
1616,14.0,1020.0,3.0
1619,14.0,1028.0,3.0
1620,14.0,1042.0,3.5
1621,14.0,1073.0,3.0
1622,14.0,1097.0,3.5
1623,14.0,1101.0,3.0
1626,14.0,1177.0,3.5
1629,14.0,1198.0,3.0
1633,14.0,1228.0,1.0
1641,14.0,1282.0,3.5
1643,14.0,1302.0,3.0
1645,14.0,1441.0,2.5
1646,14.0,1580.0,3.5
1650,14.0,1721.0,2.0
1652,14.0,1954.0,2.5
1654,14.0,1962.0,2.5
1655,14.0,2009.0,1.0
1656,14.0,2010.0,3.5
1658,14.0,2018.0,3.0
1659,14.0,2046.0,3.0
1660,14.0,2049.0,3.0
1661,14.0,2054.0,2.5
1664,14.0,2081.0,3.0
1666,14.0,2087.0,3.5
1668,14.0,2100.0,3.0
1669,14.0,2105.0,3.5
1670,14.0,2115.0,3.5
1673,14.0,2161.0,3.5
1674,14.0,2174.0,3.0
1675,14.0,2193.0,3.5
1676,14.0,2294.0,3.5
1678,14.0,2355.0,3.5
1680,14.0,2405.0,3.0
1681,14.0,2406.0,3.0
1683,14.0,2420.0,3.0
1684,14.0,2424.0,3.0
1685,14.0,2470.0,3.0
1687,14.0,2559.0,1.0
1688,14.0,2571.0,3.0
1689,14.0,2628.0,2.5
1691,14.0,2716.0,3.5
1694,14.0,2791.0,2.5
1695,14.0,2797.0,3.5
1696,14.0,2804.0,3.5
1697,14.0,2918.0,3.0
1698,14.0,2966.0,3.5
1699,14.0,2987.0,3.0
1700,14.0,3033.0,3.0
1704,14.0,3156.0,3.0
1706,14.0,3269.0,2.5
1707,14.0,3347.0,3.0
1713,14.0,3548.0,3.5
1720,14.0,4027.0,3.5
1721,14.0,4306.0,3.5
1722,14.0,4366.0,3.5
1723,14.0,4499.0,3.5
1734,14.0,5309.0,2.5
1735,14.0,5349.0,2.5
1738,14.0,5602.0,3.0
1742,14.0,5747.0,3.5
1745,14.0,6358.0,3.5
1750,14.0,6639.0,3.0
1751,14.0,6662.0,3.5
1754,14.0,6863.0,1.0
1755,14.0,6936.0,3.5
1756,14.0,6979.0,3.5
1763,14.0,8376.0,3.5
1764,14.0,8529.0,3.5
1767,14.0,8633.0,3.5
1769,14.0,8884.0,3.0
1773,14.0,8984.0,3.5
1780,14.0,36401.0,1.5
1783,14.0,38038.0,3.5
1791,14.0,45668.0,3.5
1792,14.0,46062.0,3.5
1799,14.0,53464.0,2.5
1800,14.0,54004.0,1.0
1801,14.0,55267.0,3.0
1802,14.0,56915.0,3.5
1805,15.0,10.0,2.0
1806,15.0,11.0,3.0
1807,15.0,14.0,2.0
1808,15.0,17.0,3.0
1809,15.0,21.0,3.0
1811,15.0,36.0,3.0
1812,15.0,39.0,3.0
1813,15.0,50.0,3.0
1814,15.0,141.0,3.0
1816,15.0,153.0,2.0
1817,15.0,161.0,3.0
1818,15.0,165.0,2.0
1819,15.0,231.0,3.0
1821,15.0,296.0,3.0
1822,15.0,300.0,3.0
1823,15.0,318.0,3.0
1824,15.0,326.0,3.0
1825,15.0,329.0,3.0
1826,15.0,344.0,3.0
1827,15.0,349.0,3.0
1830,15.0,377.0,3.0
1831,15.0,380.0,3.0
1832,15.0,434.0,2.0
1833,15.0,440.0,3.0
1836,15.0,480.0,3.0
1837,15.0,497.0,3.0
1838,15.0,500.0,3.0
1839,15.0,508.0,3.0
1842,15.0,534.0,3.0
1844,15.0,586.0,3.0
1845,15.0,588.0,3.0
1846,15.0,590.0,3.0
1847,15.0,592.0,3.0
1848,15.0,593.0,3.0
1850,15.0,595.0,3.0
1853,15.0,780.0,3.0
1854,16.0,1.0,3.0
1855,16.0,6.0,3.0
1858,16.0,223.0,3.0
1860,16.0,539.0,3.0
1863,16.0,915.0,3.0
1866,16.0,1060.0,3.0
1867,16.0,1126.0,3.0
1868,16.0,1136.0,3.0
1870,16.0,1257.0,2.0
1872,16.0,1285.0,2.0
1873,16.0,1307.0,3.0
1875,16.0,1394.0,2.0
1880,16.0,2100.0,3.0
1882,16.0,2245.0,3.0
1884,16.0,2262.0,3.0
1885,16.0,2372.0,3.0
1886,16.0,2396.0,3.0
1888,16.0,2407.0,2.0
1891,16.0,2747.0,1.0
1892,16.0,2759.0,2.0
1894,16.0,2858.0,2.0
1895,16.0,2867.0,3.0
1896,16.0,2889.0,3.0
1897,16.0,2918.0,3.0
1899,16.0,2997.0,2.0
1900,16.0,3101.0,3.0
1903,16.0,3477.0,3.0
1904,16.0,3536.0,1.0
1906,16.0,3608.0,3.0
1908,16.0,3773.0,3.0
1913,16.0,4321.0,3.0
1916,17.0,377.0,3.0
1918,17.0,480.0,3.0
1919,17.0,648.0,3.0
1925,17.0,1876.0,3.0
1926,17.0,2002.0,3.0
1939,17.0,4700.0,3.0
1941,18.0,260.0,1.0
1945,18.0,383.0,3.0
1946,18.0,426.0,1.0
1947,18.0,480.0,1.5
1950,18.0,592.0,3.0
1951,18.0,593.0,3.5
1953,18.0,830.0,2.0
1960,18.0,1221.0,3.5
1964,18.0,1270.0,2.0
1967,18.0,1371.0,2.0
1968,18.0,1417.0,3.0
1969,18.0,1580.0,2.5
1973,18.0,1955.0,2.5
1974,18.0,1958.0,2.0
1975,18.0,2023.0,2.5
1976,18.0,2085.0,3.0
1978,18.0,2375.0,2.0
1979,18.0,2402.0,1.0
1980,18.0,2403.0,1.0
1981,18.0,2404.0,1.0
1982,18.0,2571.0,3.0
1983,18.0,2641.0,2.5
1984,18.0,2739.0,3.0
1985,18.0,2762.0,3.5
1986,18.0,2858.0,3.5
1987,18.0,2950.0,2.0
1992,18.0,3812.0,3.5
1993,18.0,3967.0,3.5
1994,18.0,4041.0,3.0
1996,18.0,4306.0,3.0
1997,18.0,4313.0,2.5
1998,18.0,4428.0,3.5
1999,18.0,4447.0,2.0
2002,18.0,4993.0,3.0
2004,18.0,5299.0,3.0
2007,18.0,5613.0,3.5
2012,18.0,6711.0,3.5
2013,18.0,6772.0,1.0
2014,18.0,6942.0,3.5
2022,18.0,8360.0,2.5
2024,18.0,8981.0,3.0
2029,18.0,40815.0,3.0
2036,18.0,45726.0,2.5
2037,18.0,45950.0,3.5
2041,18.0,52375.0,3.5
2043,18.0,55100.0,2.5
2045,18.0,56788.0,3.5
2047,18.0,58315.0,2.0
2050,18.0,59382.0,1.0
2052,18.0,60950.0,3.0
2056,18.0,65465.0,2.5
2058,18.0,70293.0,3.0
2060,18.0,78637.0,3.0
2067,19.0,25.0,3.0
2068,19.0,32.0,2.0
2069,19.0,55.0,3.0
2072,19.0,67.0,3.0
2074,19.0,76.0,3.0
2075,19.0,79.0,3.0
2078,19.0,92.0,3.0
2079,19.0,95.0,3.0
2081,19.0,101.0,3.0
2090,19.0,637.0,3.0
2091,19.0,648.0,3.0
2093,19.0,661.0,3.0
2095,19.0,707.0,3.0
2097,19.0,719.0,3.0
2102,19.0,761.0,3.0
2104,19.0,785.0,3.0
2108,19.0,828.0,3.0
2109,19.0,880.0,3.0
2112,20.0,19.0,2.5
2114,20.0,235.0,3.5
2115,20.0,370.0,2.0
2116,20.0,442.0,2.0
2117,20.0,474.0,2.0
2123,20.0,1923.0,2.5
2124,20.0,1961.0,3.0
2126,20.0,2012.0,3.5
2128,20.0,2054.0,2.5
2129,20.0,2115.0,3.5
2132,20.0,2987.0,3.0
2133,20.0,3176.0,3.0
2134,20.0,3785.0,3.0
2135,20.0,4306.0,3.5
2136,20.0,4351.0,3.5
2137,20.0,5952.0,3.5
2138,20.0,6807.0,3.5
2144,21.0,223.0,3.0
2145,21.0,235.0,3.0
2148,21.0,293.0,2.0
2151,21.0,319.0,3.0
2152,21.0,322.0,3.0
2153,21.0,337.0,3.0
2154,21.0,364.0,3.0
2161,21.0,594.0,3.0
2163,21.0,760.0,3.0
2167,21.0,920.0,3.0
2170,21.0,953.0,3.0
2171,21.0,954.0,3.0
2173,21.0,1022.0,3.0
2175,21.0,1054.0,1.0
2178,21.0,1080.0,2.0
2181,21.0,1179.0,3.0
2186,21.0,1203.0,3.0
2192,21.0,1215.0,3.0
2205,21.0,1274.0,2.0
2207,21.0,1277.0,3.0
2208,21.0,1278.0,2.0
2209,21.0,1282.0,3.0
2213,21.0,1297.0,3.0
2216,21.0,1394.0,3.0
2217,21.0,1411.0,3.0
2219,21.0,1458.0,3.0
2220,21.0,1500.0,3.0
2222,21.0,1639.0,3.0
2223,21.0,1641.0,3.0
2226,21.0,1732.0,2.0
2230,21.0,1960.0,3.0
2234,21.0,2018.0,3.0
2235,21.0,2020.0,3.0
2236,21.0,2085.0,3.0
2238,21.0,2159.0,3.0
2241,21.0,2318.0,3.0
2244,21.0,2425.0,3.0
2246,21.0,2563.0,3.0
2247,21.0,2664.0,3.0
2251,21.0,2795.0,3.0
2255,21.0,2866.0,3.0
2256,21.0,2912.0,3.0
2257,21.0,2915.0,3.0
